question,condition,faithfulness,answer_relevancy,context_precision
"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",baseline,0.6666666666666666,0.7133514618512636,0.49999999995
"Which professional ice hockey position does the Captain of the National Hockey League All-Star Game ""Away Team"" play?",baseline,1.0,0.918113217699032,0.699999999965
"What season was the character introduced that becomes the main antagonist in the  following season, from the animated television series created by Bryan Konietzko and Michael Dante DiMartino as a sequel to """", which aired from 2005 to 2008? ",baseline,1.0,0.5267086972799587,0.9166666666361111
In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located?,baseline,0.5,0.7955655314537576,0.49999999995
What is the full name of the viral respiratory disease in which Yi Guan's research helped to prevent the outbreak of?,baseline,1.0,0.8488437855756708,0.9999999999
"Who was born first, Arthur Conan Doyle or Penelope Lively?",baseline,1.0,0.9133438778993598,0.0
Ernest Foot was the best friend of the fighter pilot who had how many victories?,baseline,1.0,0.6859760586866063,0.49999999995
Is the Marsilea or the Brabejum the genus of more individual species of plants?,baseline,0.0,0.0,0.7499999999625
The Kansas City Wizards have had three home venues in Kansas City in their time.  Which was their first?,baseline,1.0,0.9071081235971584,0.14285714284285714
Who is known for producing the documentary television series based on the book by science historian James Burke?,baseline,0.0,0.6839042687923599,0.9999999999666667
"What is the name of the actress who has received a Drama Desk award and was part of the cast album for the 2007 Broadway production of the hit musical, ""Grease""?",baseline,1.0,0.9565591634689206,0.99999999995
What type of magazine is Eugene Habecker the chairman of?,baseline,0.5,0.5289614292414839,0.699999999965
In what month was the relief first officer of the flight that crashed on its way to Cairo with a stop in New York Born?,baseline,1.0,0.0,0.49999999995
Where did Ian Harland study prior to studying at the oldest college at the University of Cambridge?,baseline,1.0,0.8492563619544962,0.9999999999
What army did the namesake of the ship launched as the München in 1930 fight in during the American Revolutionary War?,baseline,1.0,0.0,0.0
Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,reranker,0.0,0.0,0.0
What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,reranker,0.0,0.0,0.99999999995
Are Random House Tower and 888 7th Avenue both used for real estate?,reranker,1.0,0.6835169637834014,0.0
Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,reranker,0.0,0.0,0.0
The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,reranker,0.5,0.6293795767935575,0.49999999995
"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?",reranker,1.0,0.5403682977658517,0.249999999975
"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? ",reranker,0.75,0.8374733628790257,0.0
Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,reranker,0.6666666666666666,0.7320356188862843,0.3333333333
Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,reranker,1.0,0.7114727526714465,0.9999999999
Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,reranker,,0.8328018818859014,0.9999999999
What type of forum did a former Soviet statesman initiate?,reranker,1.0,0.5674804390785185,0.16666666665
Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II?,reranker,0.6666666666666666,0.5363419920117329,0.9999999999
In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016?,reranker,0.75,0.0,0.49999999995
What race track in the midwest hosts a 500 mile race eavery May?,reranker,1.0,0.0,0.36666666664833336
who is younger Keith Bostic or Jerry Glanville ?,reranker,1.0,0.9506396319865695,0.3333333333
What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,reranker,1.0,0.746433304263781,0.1249999999875
What is the inhabitant of the city where  122nd SS-Standarte was formed in2014,reranker,1.0,0.0,0.0
In which year was the King who made the 1925 Birthday Honours born?,reranker,1.0,0.6360624209178626,0.49999999995
The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,reranker,0.0,0.6332543171352164,0.99999999995
In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,reranker,0.0,0.0,0.49999999995
David Huntsinger has worked with this gospel singer born in the month of July?,reranker,0.0,0.7018717241131048,0.99999999995
"Based on a True Story... is an album by which country music star, with the single My Eyes?",reranker,1.0,0.5517139059387265,0.99999999995
"Over how many centuries were the ""dwelling place of the dead"" built?",reranker,0.0,0.0,0.3333333333
"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born? ",reranker,1.0,0.9854272218743351,0.14285714284285714
Which component of shellite has the formula (ON)CHOH?,reranker,1.0,0.968286667250848,0.9999999999
Suicide's 1977 released album features a song based on what brand's comic character?,reranker,0.5,0.6165666831177737,0.5833333333041666
Are Daryl Hall and Gerry Marsden both musicians?,reranker,1.0,0.9656643582530912,
Mummulgum is a stop on the Bruxner Highway before reaching the town on the banks of which river?,reranker,1.0,0.8450299360986975,0.49999999995
SuperMansion starred the actress who had a recurring role as whom on Workaholics?,reranker,1.0,0.7552380684526016,0.9999999999
The author of Sexual Politics attended which British University?,reranker,0.0,0.0,0.9999999999
Both Truth in Science and Discovery embrace what campaign?,reranker,1.0,0.5998440073381021,0.9999999999
"Who is Bruce Spizer an expert on, known as the most influential act of the rock era?",reranker,1.0,0.6231836552807771,0.9999999999
What occupation was shared by David Yates and Pietro Germi?,reranker,1.0,0.9789482852497898,0.0
The Memphis Hustle are based in a suburb of a city with a population of what in 2010?,reranker,1.0,0.7968672792439597,0.49999999995
"Which of the city at the south of Shelly Beach, New South Wales is a local government area in the Hunter region of New South Wales, Australia?",reranker,1.0,0.5679671008291622,0.9999999999
"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",reranker,0.75,0.6348676251483508,0.49999999995
"Which professional ice hockey position does the Captain of the National Hockey League All-Star Game ""Away Team"" play?",reranker,1.0,0.695832617892116,0.249999999975
"What season was the character introduced that becomes the main antagonist in the  following season, from the animated television series created by Bryan Konietzko and Michael Dante DiMartino as a sequel to """", which aired from 2005 to 2008? ",reranker,1.0,0.5393793592204891,0.5099206349078869
In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located?,reranker,0.5,0.8454250197245461,0.49999999995
What is the full name of the viral respiratory disease in which Yi Guan's research helped to prevent the outbreak of?,reranker,1.0,0.590508555303024,0.9999999999
"Who was born first, Arthur Conan Doyle or Penelope Lively?",reranker,1.0,0.9563852110188819,0.0
Ernest Foot was the best friend of the fighter pilot who had how many victories?,reranker,1.0,0.6717571544338709,0.49999999995
Is the Marsilea or the Brabejum the genus of more individual species of plants?,reranker,0.6666666666666666,0.0,0.499999999975
The Kansas City Wizards have had three home venues in Kansas City in their time.  Which was their first?,reranker,0.0,0.0,0.9999999999
Who is known for producing the documentary television series based on the book by science historian James Burke?,reranker,1.0,0.7401130925972829,0.9999999999666667
"What is the name of the actress who has received a Drama Desk award and was part of the cast album for the 2007 Broadway production of the hit musical, ""Grease""?",reranker,1.0,0.9669017648785646,0.99999999995
What type of magazine is Eugene Habecker the chairman of?,reranker,1.0,0.5289614292414839,0.7499999999625
In what month was the relief first officer of the flight that crashed on its way to Cairo with a stop in New York Born?,reranker,1.0,0.0,0.49999999995
Where did Ian Harland study prior to studying at the oldest college at the University of Cambridge?,reranker,1.0,0.8492563619544962,0.9999999999
What army did the namesake of the ship launched as the München in 1930 fight in during the American Revolutionary War?,reranker,1.0,0.5277529445995816,0.0
Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,agentic,1.0,0.8074714300984606,0.0
What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,agentic,1.0,0.5476803279144776,0.99999999995
Are Random House Tower and 888 7th Avenue both used for real estate?,agentic,0.5,0.0,0.0
Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,agentic,1.0,0.0,0.0
The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,agentic,0.5,0.6151807196111614,0.49999999995
"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?",agentic,1.0,0.5898798948216447,0.249999999975
"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? ",agentic,0.75,0.8528273622051166,0.0
Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,agentic,0.5,0.7737932652333713,0.3333333333
Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,agentic,1.0,0.7243913552314193,0.9999999999
Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,agentic,1.0,0.6707817625816389,0.9999999999
What type of forum did a former Soviet statesman initiate?,agentic,0.0,0.5897576694428609,0.0
Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II?,agentic,1.0,0.0,0.9999999999
In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016?,agentic,0.5,0.0,0.49999999995
What race track in the midwest hosts a 500 mile race eavery May?,agentic,0.75,0.0,0.249999999975
who is younger Keith Bostic or Jerry Glanville ?,agentic,1.0,0.9308753135025171,0.3333333333
What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,agentic,0.0,0.0,0.0
What is the inhabitant of the city where  122nd SS-Standarte was formed in2014,agentic,0.0,0.0,0.0
In which year was the King who made the 1925 Birthday Honours born?,agentic,1.0,0.6360624209178626,0.49999999995
The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,agentic,1.0,0.6332543171352164,0.99999999995
In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,agentic,1.0,0.5866978709840653,0.49999999995
David Huntsinger has worked with this gospel singer born in the month of July?,agentic,1.0,0.7960956399940934,0.99999999995
"Based on a True Story... is an album by which country music star, with the single My Eyes?",agentic,1.0,0.626417520736669,0.99999999995
"Over how many centuries were the ""dwelling place of the dead"" built?",agentic,0.6666666666666666,0.0,0.3333333333
"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born? ",agentic,1.0,0.0,0.0
Which component of shellite has the formula (ON)CHOH?,agentic,1.0,0.6118501334581107,0.9999999999
Suicide's 1977 released album features a song based on what brand's comic character?,agentic,1.0,0.0,0.5833333333041666
Are Daryl Hall and Gerry Marsden both musicians?,agentic,1.0,0.9190645595796693,0.3333333333
Mummulgum is a stop on the Bruxner Highway before reaching the town on the banks of which river?,agentic,1.0,0.7202890627811657,0.49999999995
SuperMansion starred the actress who had a recurring role as whom on Workaholics?,agentic,1.0,0.7518221992636825,0.9999999999
The author of Sexual Politics attended which British University?,agentic,1.0,0.5595269295042673,0.9999999999
Both Truth in Science and Discovery embrace what campaign?,agentic,1.0,0.5847659708622209,0.9999999999
"Who is Bruce Spizer an expert on, known as the most influential act of the rock era?",agentic,1.0,0.6217495636948835,0.9999999999
What occupation was shared by David Yates and Pietro Germi?,agentic,1.0,0.9774110644182685,0.0
The Memphis Hustle are based in a suburb of a city with a population of what in 2010?,agentic,1.0,0.8204565832440341,0.49999999995
"Which of the city at the south of Shelly Beach, New South Wales is a local government area in the Hunter region of New South Wales, Australia?",agentic,1.0,0.5679671008291622,0.9999999999
"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",agentic,0.6666666666666666,0.7133514618512636,0.49999999995
"Which professional ice hockey position does the Captain of the National Hockey League All-Star Game ""Away Team"" play?",agentic,1.0,0.695832617892116,0.249999999975
"What season was the character introduced that becomes the main antagonist in the  following season, from the animated television series created by Bryan Konietzko and Michael Dante DiMartino as a sequel to """", which aired from 2005 to 2008? ",agentic,0.5,0.5174351042459314,0.5833333333041666
In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located?,agentic,1.0,0.8454250197245461,0.49999999995
What is the full name of the viral respiratory disease in which Yi Guan's research helped to prevent the outbreak of?,agentic,1.0,0.8488437855756708,0.9999999999
"Who was born first, Arthur Conan Doyle or Penelope Lively?",agentic,1.0,0.9563852110188819,0.0
Ernest Foot was the best friend of the fighter pilot who had how many victories?,agentic,1.0,0.6735625932206291,0.49999999995
Is the Marsilea or the Brabejum the genus of more individual species of plants?,agentic,1.0,0.7894523263408927,0.499999999975
The Kansas City Wizards have had three home venues in Kansas City in their time.  Which was their first?,agentic,0.5,0.0,0.9999999999
Who is known for producing the documentary television series based on the book by science historian James Burke?,agentic,1.0,0.6771413438383534,0.9999999999666667
"What is the name of the actress who has received a Drama Desk award and was part of the cast album for the 2007 Broadway production of the hit musical, ""Grease""?",agentic,1.0,0.4492188912855119,0.99999999995
What type of magazine is Eugene Habecker the chairman of?,agentic,1.0,0.5289614292414839,0.699999999965
In what month was the relief first officer of the flight that crashed on its way to Cairo with a stop in New York Born?,agentic,1.0,0.0,0.49999999995
Where did Ian Harland study prior to studying at the oldest college at the University of Cambridge?,agentic,1.0,0.8753365450001777,0.9999999999
What army did the namesake of the ship launched as the München in 1930 fight in during the American Revolutionary War?,agentic,0.0,0.657506899088236,0.0
