question,ground_truth,agentic_answer,agentic_contexts,agentic_latency,agentic_n_attempts,agentic_confidence,agentic_low_conf,agentic_used_fallback,faithfulness,answer_relevancy,context_precision
"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?","Fujioka, Gunma","Buck-Tick is a Japanese rock band, formed in Fujioka, Gunma in 1983.","[""Hayden (musician)\n\nPaul Hayden Desser (born February 12, 1971) who records as Hayden, is a Canadian singer-songwriter from Thornhill, Ontario."", ""Buck-Tick\n\nBuck-Tick (stylized as BUCK-TICK) is a Japanese rock band, formed in Fujioka, Gunma in 1983.  The group has consisted of Atsushi Sakurai (lead vocals), Hisashi Imai (guitar), Hidehiko Hoshino (guitar), Yutaka Higuchi (bass) and Toll Yagami (drums) since 1985.  In their three decade career, the band has released 20 studio albums, nearly all reaching the top ten on the charts, of which three in the late eighties and early nineties topped them.  They are commonly credited as one of the founders of the visual kei movement."", ""Skyscraper National Park\n\nSkyscraper National Park is the third album by Canadian singer-songwriter Hayden.  It was released on Hardwood Records in Canada, on Badman Recording Co. in the U.S., on Loose Music in the U.K., and on Massive!  in the Japan.  There were two limited-edition pressings of this album.  The first, comprising only 100 copies, was mainly for Hayden's friends and family.  The second, comprising 1,500 copies, was sold on Hayden's cross-Canada tour."", ""Mild and Hazy\n\nMild and Hazy is a 7\"" vinyl single by Canadian singer-songwriter Hayden.  It was released in 1996 on Hayden's own label, Hardwood Records as well as on Lunamoth.  The cover is a photograph of Hayden as a toddler.  The song \""Gouge Away\"" is a cover of the Pixies, from their album \""Doolittle\""."", ""Kyo (musician)\n\nKyo (\u4eac , Ky\u014d ) is a Japanese musician, poet and singer-songwriter.  He is best known as the vocalist of the metal band Dir en grey.  He has been with the band since its inception in 1997 and was formerly in La:Sadie's.  Kyo was inspired to become a musician when he saw a picture of Buck-Tick vocalist Atsushi Sakurai on the desk of a junior high school classmate.  His vocals span a tenor range.""]",35.957330600002024,3,0.32,True,False,0.75,0.7309925327814425,0.49999999995
Which  French ace pilot and adventurer fly L'Oiseau Blanc,Charles Eugène,Charles Nungesser flew L'Oiseau Blanc.,"[""L'Oiseau Blanc\n\nL'Oiseau Blanc (commonly known in the English-speaking world as The White Bird ) was a French Levasseur PL.8 biplane that disappeared in 1927, during an attempt to make the first non-stop transatlantic flight between Paris and New York City to compete for the Orteig Prize.  The aircraft was flown by French World War I aviation heroes, Charles Nungesser and Fran\u00e7ois Coli.  The aircraft took off from Paris on 8 May 1927 and was last seen over Ireland.  Less than two weeks later, Charles Lindbergh successfully made the New York\u2013Paris journey and claimed the prize, flying the \""Spirit of St. Louis\""."", ""Charles Nungesser\n\nCharles Eug\u00e8ne Jules Marie Nungesser, MC (15 March 1892 \u2013 presumably on or after 8 May 1927) was a French ace pilot and adventurer, best remembered as a rival of Charles Lindbergh.  Nungesser was a renowned ace in France, ranking third highest in the country with 43 air combat victories during World War I."", ""Levasseur PL.8\n\nThe Levasseur PL.8 was a single engine, two-seat long-distance record-breaking biplane aircraft modified from an existing Levasseur PL.4 carrier-based reconnaissance aircraft produced in France in the 1920s.  Levasseur built the aircraft in 1927, specifically for pilots Charles Nungesser and Fran\u00e7ois Coli for a transatlantic attempt to win the Orteig Prize.  Only two examples of the type were built, with the first PL.8-01 named \""L'Oiseau Blanc\"" (The White Bird), that gained fame as Nungesser and Coli's aircraft."", ""Fran\u00e7ois Coli\n\nFran\u00e7ois Coli (June 5, 1881 \u2013 presumably on or after May 8, 1927) was a French pilot and navigator best known as the one-eyed flying partner of Charles Nungesser in their doomed attempt to fly the Atlantic Ocean on the aircraft known as \""L'Oiseau Blanc\""."", ""Gervais Raoul Lufbery\n\nGervais Raoul Victor Lufbery (March 14, 1885 \u2013 May 19, 1918) was a French and American fighter pilot and flying ace in World War I. Because he served in both the French Air Force, and later the United States Army Air Service in World War I, he is sometimes listed alternately as a French ace or as an American ace.  Officially, all but one of his 17 combat victories came while flying in French units.""]",17.430997800001933,1,0.7,False,False,1.0,0.8675711866389387,0.4166666666458333
Are Freakonomics and In the Realm of the Hackers both American documentaries?,no,The provided context does not contain enough information to answer this question.,"[""In the Realm of the Hackers\n\nIn The Realm of the Hackers is a 2003 Australian documentary directed by Kevin Anderson about the prominent hacker community, centered in Melbourne, Australia in the late 1980s until early 1990.  The storyline is centered on the Australian teenagers going by the hacker names \""Electron\"" and \""Phoenix\"", who were members of an elite computer hacking group called 'The Realm' and hacked into some of the most secure computer networks in the world, including those of the US Naval Research Laboratory, Lawrence Livermore National Laboratory, a government lab charged with the security of the US nuclear stockpile, and NASA.  The film runs for 55 minutes and was inspired by the book \""Underground\"", by Melbourne-based writer and academic Suelette Dreyfus."", ""Freakonomics (film)\n\nFreakonomics: The Movie is a 2010 American documentary film based on the 2005 book \""Freakonomics: A Rogue Economist Explores the Hidden Side of Everything\"" by economist Steven D. Levitt and writer Stephen J. Dubner.  The film premiered at the Tribeca Film Festival in April 2010 with a theatrical release later in the year.  The film received a lukewarm reception and a 65% fresh rating at Rottentomatoes."", ""Hackers (film)\n\nHackers is a 1995 American crime film directed by Iain Softley and starring Jonny Lee Miller, Angelina Jolie, Renoly Santiago, Matthew Lillard, Jesse Bradford, Lorraine Bracco, and Fisher Stevens.  The film follows a group of high school hackers and their involvement in a corporate extortion conspiracy.  Made in the 1990s when the internet was unfamiliar to the general public, it reflects the ideals laid out in the Hacker Manifesto quoted in the film: \""This is our world now... the world of the electron and the switch [...] We exist without skin color, without nationality, without religious bias... and you call us criminals.  [...] Yes, I am a criminal.  My crime is that of curiosity.\""  \""Hackers\"" has achieved cult classic status."", ""Freakonomics Radio\n\nFreakonomics Radio is an American public radio program which discusses socioeconomic issues for a general audience.  The show is a spin-off of the 2005 book \""Freakonomics\"".  Journalist Stephen Dubner hosts the show, with economist Steven Levitt as a regular guest.  The show is also distributed as a podcast, and is among the most popular on iTunes.  Created in September 2010, it is a weekly podcast.  Twice a year, a series of one-hour \""Freakonomics Radio\"" specials air on public-radio stations around the country."", ""Robin Goldstein\n\nRobin Goldstein is an American author, food and wine critic, and economics pundit.  He is known for his books and articles questioning conventional wisdom and pricing in the food and wine industries, particularly a widely publicized expos\u00e9 of Wine Spectator magazine, and for his writing on the Freakonomics blog.  He is author of several books, including \""The Wine Trials\"" (the world's bestselling guide to cheap wine), \""The Beer Trials\"", and an upcoming book tentatively entitled \""A Defense of Fast Food\"".  Goldstein was also one of the subjects of \""Think Like a Freak\"", the 2014 book by \""Freakonomics\"" authors Steven Levitt and Stephen Dubner.  He lives in Oakland, California.""]",17.321923700001207,1,0.5,False,False,0.3333333333333333,0.0,0.99999999995
"Which band, Letters to Cleo or Screaming Trees, had more members?",Letters to Cleo,The provided context does not contain enough information to answer this question.,"[""Screaming Trees\n\nScreaming Trees was an American rock band formed in Ellensburg, Washington in 1985 by vocalist Mark Lanegan, guitarist Gary Lee Conner, bass player Van Conner and drummer Mark Pickerel.  Pickerel had been replaced by Barrett Martin by the time the band reached its most successful period.  Although widely associated with grunge, the band's sound incorporated hard rock and psychedelic elements.  During Screaming Trees' existence the band released seven studio albums, five EPs, and three compilations."", ""Letters to Cleo\n\nLetters to Cleo are an alternative rock band from Boston, Massachusetts, best known for the 1994 single, \""Here & Now\"", from their full-length debut album, \""Aurora Gory Alice\"".  The band's members are Kay Hanley, Greg McKenna, Michael Eisenstein, Stacy Jones, Scott Riebling, and later, Tom Polce."", ""Truly\n\nTruly is an American rock band formed in the wake of the grunge era.  It featured singer-guitarist Robert Roth, bassist Hiro Yamamoto, and drummer Mark Pickerel.  Yamamoto and Pickerel were founding members respectively of Soundgarden and Screaming Trees.  While not a commercially successful group like some of their Seattle contemporaries, the band lasted a decade with two studio albums to their name."", ""Van Conner\n\nVan Conner (born March 17, 1967 in Apple Valley, California) is an American rock musician.  In 1984 he co-founded the band Screaming Trees with his brother Gary Lee Conner and close friends Mark Lanegan and Mark Pickerel.  On the 25 June 2000 Screaming Trees announced their official breakup.  Conner would start a low key band under the name Gardener which released its only album in the 1990s under the name \""New Dawning Time\"".  Conner has also had brief appearances as a session musician with other known bands such as Queens of the Stone Age and helping Mark Lanegan on his solo album I'll Take Care of You."", ""Beat Happening/Screaming Trees\n\nBeat Happening/Screaming Trees is an EP and a one-off collaboration between Beat Happening (from Olympia, Washington) and Screaming Trees (from Ellensburg, Washington).  Originally released on Homestead Records in 1988, it was later reissued as part of Beat Happening's box set \""Crashing Through\"" in 2002.  The journal of Kurt Cobain contains a draft of a letter sent to Mark Lanegan, in which he described \""Polly Pereguin\"" as his favorite pop song of the 1980s.""]",19.07466270000441,1,0.58,False,False,0.0,0.0,0.49999999995
Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,October 1922,"The Russian Civil War, which resulted in Alexander Kerensky being defeated and destroyed by the Bolsheviks, ended in 1923.","[""Socialist Revolutionary Party\n\nThe Socialist Revolutionary Party, or Party of Socialists-Revolutionaries (the SRs; Russian: \u041f\u0430\u0440\u0442\u0438\u044f \u0441\u043e\u0446\u0438\u0430\u043b\u0438\u0441\u0442\u043e\u0432-\u0440\u0435\u0432\u043e\u043b\u044e\u0446\u0438\u043e\u043d\u0435\u0440\u043e\u0432 (\u041f\u0421\u0420), \u044d\u0441\u0435\u0440\u044b , \""esery\"") was a major political party in early 20th century Russia and a key player in the Russian Revolution.  Its general ideology was revolutionary socialism of democratic socialist and agrarian socialist forms.  After the February Revolution of 1917, it shared power with other liberal and democratic socialist forces within the Russian Provisional Government.  In November 1917, it won a plurality of the national vote in Russia's first-ever democratic elections (to the Russian Constituent Assembly), but the October Revolution had changed the political landscape and the Bolsheviks disbanded the Constituent Assembly in January 1918.  The SRs soon split into pro-Bolshevik and anti-Bolshevik factions.  The anti-Bolshevik faction of this party, known as the Right SRs, which remained loyal to the Provisional Government leader Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of the Russian Civil War and subsequent persecution."", ""Alexander Kerensky\n\nAlexander Fyodorovich Kerensky (Russian: \u0410\u043b\u0435\u043a\u0441\u0430\u0301\u043d\u0434\u0440 \u0424\u0451\u0434\u043e\u0440\u043e\u0432\u0438\u0447 \u041a\u0435\u0301\u0440\u0435\u043d\u0441\u043a\u0438\u0439 , ] ; 4 May 1881 \u2013 11 June 1970) was a Russian lawyer and key political figure in the Russian Revolution of 1917.  After the February Revolution of 1917 he joined the newly formed Russian Provisional Government, first as Minister of Justice, then as Minister of War, and after July 1917 as the government's second Minister-Chairman.  A leader of the moderate-socialist Trudoviks faction of the Socialist Revolutionary Party, he was also vice-chairman of the powerful Petrograd Soviet.  On 7 November, his government was overthrown by the Lenin-led Bolsheviks in the October Revolution.  He spent the remainder of his life in exile, in Paris and New York City, and worked for the Hoover Institution."", ""Russian Civil War\n\nThe Russian Civil War (Russian: \u0413\u0440\u0430\u0436\u0434\u0430\u0301\u043d\u0441\u043a\u0430\u044f \u0432\u043e\u0439\u043d\u0430\u0301 \u0432 \u0420\u043e\u0441\u0441\u0438\u0301\u0438 , \""Grazhdanskaya voyna v Rossiyi\"" ; November 1917 \u2013 October 1922) was a multi-party war in the former Russian Empire immediately after the Russian Revolutions of 1917, as many factions vied to determine Russia's political future.  The two largest combatant groups were the Red Army, fighting for the Bolshevik form of socialism led by Vladimir Lenin, and the loosely allied forces known as the White Army, which included diverse interests favoring monarchism, capitalism and alternative forms of socialism, each with democratic and antidemocratic variants.  In addition, rival militant socialists and nonideological Green armies fought against both the Bolsheviks and the Whites.  Eight foreign nations intervened against the Red Army, notably the Allied Forces and the pro-German armies.  The Red Army defeated the White Armed Forces of South Russia in Ukraine and the army led by Admiral Aleksandr Kolchak in Siberia in 1919.  The remains of the White forces commanded by Pyotr Nikolayevich Wrangel were beaten in Crimea and evacuated in late 1920.  Lesser battles of the war continued on the periphery for two more years, and minor skirmishes with the remnants of the White forces in the Far East continued well into 1923.  The war ended in 1923 in the sense that Red control of the newly formed Soviet Union was now assured, although armed national resistance in Central Asia was not completely crushed until 1934.  There were an estimated 7,000,000\u201312,000,000 casualties during the war, mostly civilians.  The Russian Civil War has been described by some as the greatest national catastrophe that Europe had yet seen."", ""Lavr Kornilov\n\nLavr Georgiyevich Kornilov (Russian: \u041b\u0430\u0432\u0440 \u0413\u0435\u043e\u0301\u0440\u0433\u0438\u0435\u0432\u0438\u0447 \u041a\u043e\u0440\u043d\u0438\u0301\u043b\u043e\u0432 , ] ; 18 August 1870 \u2013 13 April 1918) was a military intelligence officer, explorer, and general in the Imperial Russian Army during World War I and the ensuing Russian Civil War.  He is today best remembered for the Kornilov Affair, an unsuccessful endeavor in August/September 1917 that purported to strengthen Alexander Kerensky's Provisional Government, but which led to Kerensky eventually having Kornilov arrested and charged with attempting a coup d'\u00e9tat, and ultimately undermined the rule of Kerensky; strengthening the claims and power of the soviets, and the Bolshevik party."", ""Communism in Russia\n\nCommunism in Russia began after Tsar Nicholas II lost his power during the February Revolution.  The Provisional Government was established under Prince Lvov, however, the Bolsheviks refused to accept the government and revolted in October 1917, taking control of Russia.  Vladmir Lenin, their leader, rose to power and governed between 1917 and 1924.  The Bolsheviks formed the Russian Soviet Federative Socialist Republic, marking the beginning of the Russian Civil War between the revolutionary Reds and the counter-revolutionary Whites.  In 1922 the Communist Reds were victorious, and formed the Soviet Union.  Lenin died in 1924, starting a power struggle which ended with Joseph Stalin seizing power.  He was the leader of the Communist Party until 1953.  He encouraged political paranoia and conducted the Great Purge to remove opponents of his dominance.""]",20.562980199996677,1,0.6,False,False,0.3333333333333333,0.7737932652333713,0.3333333333
Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?,2000,Carlo Rovelli has worked in France since 2000.,"[""Seven Brief Lessons on Physics\n\nSeven Brief Lessons on Physics (Italian: \""\"" ) is a short book by the Italian physicist Carlo Rovelli.  Originally published in Italian in 2014, the book has been translated into 41 languages.  It is an Italian bestseller, with more than 300,000 copies sold in Rovelli's home country."", ""Carlo Rovelli\n\nCarlo Rovelli (born 3 May 1956) is an Italian theoretical physicist and writer who has worked in Italy, the United States and since 2000, in France.  His work is mainly in the field of quantum gravity, where he is among the founders of the loop quantum gravity theory.  He has also worked in the history and philosophy of science.  He collaborates regularly with several Italian newspapers, in particular the cultural supplements of \""Il Corriere della Sera\"", \""Il Sole 24 Ore\"" and \""La Repubblica\""."", ""Enrico Fermi\n\nEnrico Fermi ( ; ] ; 29 September 1901\u00a0\u2013 28 November 1954) was an Italian physicist and the creator of the world's first nuclear reactor, the Chicago Pile-1.  He has been called the \""architect of the nuclear age\"" and the \""architect of the atomic bomb\"".  He was one of the very few physicists in history to excel both theoretically and experimentally.  Fermi held several patents related to the use of nuclear power, and was awarded the 1938 Nobel Prize in Physics for his work on induced radioactivity by neutron bombardment and the discovery of transuranic elements.  He made significant contributions to the development of quantum theory, nuclear and particle physics, and statistical mechanics."", ""Sergio Ferrara\n\nSergio Ferrara (born May 2, 1945) is an Italian physicist working on theoretical physics of elementary particles and mathematical physics.  He is renowned for the discovery of theories introducing supersymmetry as a symmetry of elementary particles (super-Yang\u2013Mills theories, together with Bruno Zumino) and of supergravity, the first significant extension of Einstein's general relativity, based on the principle of \""local supersymmetry\"" (together with Daniel Z. Freedman, and Peter van Nieuwenhuizen).  He is an emeritus staff member at CERN and a professor at the University of California, Los Angeles."", ""Aldo Pontremoli\n\nAldo Pontremoli (] ; 19 January 1896 \u2013 25 May 1928) was an Italian physicist who held a chair of theoretical physics at the University of Milan from 1926 and who founded and directed the Institute of Advanced Physics at the University of Milan from 1924 until his disappearance and presumed death in May 1928.  Pontremoli was one of the six men who disappeared with the airborne envelope of the airship \""Italia\"" after it had crashed on the Arctic ice on 25 May 1928.""]",36.684174100002565,3,0.32,True,False,0.6666666666666666,0.4929760835214605,0.49999999995
"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,The Livesey Hall War Memorial commemorates the fallen of both World Wars I and II who had been employed by the South Suburban Gas Company of London.,"[""Livesey Hall War Memorial\n\nThe Livesey Hall War Memorial commemorates the fallen of World War I and World War II who had been employed by the South Suburban Gas Company of London.  It is also a tribute to those employees who served in the wars.  The monument was designed and executed by British sculptor Sydney March, of the March family of artists."", ""World War II casualties\n\nWorld War II was the deadliest military conflict in history in absolute terms of total casualties.  Over 60 million people were killed, which was about 3% of the 1940 world population (est. 2.3 billion).  The tables below give a detailed country-by-country count of human losses.  World War II fatality statistics vary, with estimates of total deaths ranging from 50 million to more than 80 million.  The higher figure of over 80 million includes deaths from war-related disease and famine.  Civilians killed totalled 50 to 55 million, including 19 to 28 million from war-related disease and famine.  Military deaths from all causes totalled 21 to 25 million, including deaths in captivity of about 5 million prisoners of war."", ""Russian Civil War\n\nThe Russian Civil War (Russian: \u0413\u0440\u0430\u0436\u0434\u0430\u0301\u043d\u0441\u043a\u0430\u044f \u0432\u043e\u0439\u043d\u0430\u0301 \u0432 \u0420\u043e\u0441\u0441\u0438\u0301\u0438 , \""Grazhdanskaya voyna v Rossiyi\"" ; November 1917 \u2013 October 1922) was a multi-party war in the former Russian Empire immediately after the Russian Revolutions of 1917, as many factions vied to determine Russia's political future.  The two largest combatant groups were the Red Army, fighting for the Bolshevik form of socialism led by Vladimir Lenin, and the loosely allied forces known as the White Army, which included diverse interests favoring monarchism, capitalism and alternative forms of socialism, each with democratic and antidemocratic variants.  In addition, rival militant socialists and nonideological Green armies fought against both the Bolsheviks and the Whites.  Eight foreign nations intervened against the Red Army, notably the Allied Forces and the pro-German armies.  The Red Army defeated the White Armed Forces of South Russia in Ukraine and the army led by Admiral Aleksandr Kolchak in Siberia in 1919.  The remains of the White forces commanded by Pyotr Nikolayevich Wrangel were beaten in Crimea and evacuated in late 1920.  Lesser battles of the war continued on the periphery for two more years, and minor skirmishes with the remnants of the White forces in the Far East continued well into 1923.  The war ended in 1923 in the sense that Red control of the newly formed Soviet Union was now assured, although armed national resistance in Central Asia was not completely crushed until 1934.  There were an estimated 7,000,000\u201312,000,000 casualties during the war, mostly civilians.  The Russian Civil War has been described by some as the greatest national catastrophe that Europe had yet seen."", ""Rainham War Memorial\n\nThe Rainham War Memorial commemorates soldiers killed in both World Wars as well as civilian casualties of World War II."", ""Tower Hill Memorial\n\nThe Tower Hill Memorial is a Commonwealth War Graves Commission war memorial on the south side of Trinity Square Gardens, in London, England.  The memorial commemorates those from the Merchant Navy and fishing fleets who died during both world wars and have \""no grave but the sea\"".  The memorial was designed by Edwin Lutyens with sculpture work by William Reid Dick, the Second World War extension was designed by Edward Maufe with sculpture work by Charles Wheeler.""]",41.619729999998526,3,0.44,True,False,0.25,0.7549634857502361,0.49999999995
Are both Elko Regional Airport and Gerald R. Ford International Airport located in Michigan?,no,"Based on partial evidence: No, only Gerald R. Ford International Airport is located in Michigan.","[""Gerald R. Ford International Airport\n\nGerald R. Ford International Airport (IATA: GRR, ICAO: KGRR, FAA LID: GRR) is a commercial airport in Cascade Township approximately 13 mi southeast of Grand Rapids, Michigan.  The facility is owned by the Kent County Board of Commissioners and managed by an independent authority.  The Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017\u20132021 categorized it as a small hub primary commercial service facility."", ""Elko Regional Airport\n\nElko Regional Airport (IATA: EKO, ICAO: KEKO, FAA LID: EKO) , formerly Elko Municipal Airport, is a mile west of downtown Elko, in Elko County, Nevada."", ""Gerald Ford\n\nGerald Rudolph Ford Jr. (born Leslie Lynch King Jr.; July 14, 1913\u00a0\u2013 December 26, 2006) was an American politician who served as the 38th President of the United States from August 1974 to January 1977, following the resignation of Richard Nixon.  Prior to this he served eight months as the 40th Vice President of the United States, following the resignation of Spiro Agnew.  He was the first person appointed to the vice presidency under the terms of the 25th Amendment, and consequently the only person to have served as both Vice President and President of the United States without being elected to executive office.  Before his appointment to the vice presidency, Ford served 25 years as U.S. Representative from Michigan's 5th congressional district, the final nine of them as the House Minority Leader."", ""Gerald R. Ford Freeway\n\nThe Gerald R. Ford Freeway refers to Interstate Highways named for former President Gerald R. Ford in Omaha (where he was born) and Michigan (where he grew up and was a Congressman):"", ""Denver International Airport\n\nDenver International Airport (DEN), (IATA: DEN,\u00a0ICAO: KDEN,\u00a0FAA LID: DEN) , is an airport in Denver, Colorado, United States.  At 33,531 acres (52.4 sq mi), it is the largest airport in the United States by total land area.  Runway 16R/34L, with a length of 16000 ft , is the longest public use runway in the United States.  As of 2016, DEN was the 18th busiest airport in the world and the sixth busiest in the United States by passenger traffic with over 58 million passengers.  It also has the third largest domestic connection network in the country.  s of 2017 , the airport features 135 gates spread out over three detached, yet internally connected, linear concourses (A, B & C).""]",40.78336220000347,3,0.2799999999999999,True,True,1.0,0.708438960841105,0.0
Ralph Hefferline was a psychology professor at a university that is located in what city?,New York City,"Ralph Hefferline was a psychology professor at Columbia University, which is located in New York City.","[""Ralph Hefferline\n\nRalph Franklin Hefferline (15 February 1910 in Muncie, Indiana \u2013 16 March 1974) was a psychology professor at Columbia University."", ""Texas Tech University\n\nTexas Tech University, often referred to as Texas Tech, Tech, or TTU, is a public research university in Lubbock, Texas.  Established on  10, 1923 (1923--) , and originally known as Texas Technological College, it is the flagship institution of the four-institution Texas Tech University System.  The university's student enrollment is the sixth-largest in Texas as of the Fall 2014 semester.  The university shares its campus with Texas Tech University Health Sciences Center, making it the only campus in Texas to house an undergraduate university, law school, and medical school."", ""Columbia University\n\nColumbia University (Columbia; officially Columbia University in the City of New York), established in 1754, is a private Ivy League research university in Upper Manhattan, New York City, often cited as one of the world's most prestigious universities."", ""University of Kansas\n\nThe University of Kansas, often referred to as KU or Kansas, is a public research university in the U.S. state of Kansas.  The main campus in Lawrence, one of the largest college towns in Kansas, is on Mount Oread, the highest elevation in Lawrence.  Two branch campuses are in the Kansas City metropolitan area: the Edwards Campus in Overland Park, and the university's medical school and hospital in Kansas City.  There are also educational and research sites in Parsons, Topeka, Garden City, Hays, and Leavenworth, and branches of the medical school in Wichita and Salina.  The university is one of the 62 members of the Association of American Universities."", ""College of Charleston\n\nThe College of Charleston (also known as CofC, The College, or simply, Charleston) is a public sea-grant and space-grant university located in historic downtown Charleston, South Carolina, United States.  Founded in 1770 and chartered in 1785, it is the oldest college in South Carolina, the 13th oldest institution of higher learning in the United States, and the oldest municipal college in the country.  The founders of The College include three (at that time) future signers of the Declaration of Independence (Edward Rutledge, Arthur Middleton and Thomas Heyward) and three future signers of the United States Constitution (John Rutledge, Charles Pinckney and Charles Cotesworth Pinckney).  Founded to \""encourage and institute youth in the several branches of liberal education,\"" the university is one of the oldest universities in the United States.""]",37.4330415000004,3,0.26,True,False,1.0,0.8159970565560748,0.8333333332916666
Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,Scotch Collie,"The Scotch Collie is generally believed to have descended from a variety of ancient herding dogs, some dating back to the Roman occupation, which may have included Roman Cattle Dogs, Native Celtic Dogs and Viking Herding Spitzes.  Other ancestors include the Gordon and Irish Setters.","[""Scotch Collie\n\nThe Scotch Collie is a landrace breed of dog which originated from the highland regions of Scotland.  The breed consisted of both the long-haired (now known as Rough) Collie and the short-haired (now known as Smooth) Collie.  It is generally believed to have descended from a variety of ancient herding dogs, some dating back to the Roman occupation, which may have included Roman Cattle Dogs, Native Celtic Dogs and Viking Herding Spitzes.  Other ancestors include the Gordon and Irish Setters."", ""Manchester Terrier\n\nThe Manchester Terrier is a breed of dog of the smooth-haired terrier type."", ""Feist (dog)\n\nA Feist is a small hunting dog, descended from the terriers brought over to the United States by English miners and other working class immigrants.  These terriers probably included crosses between the Smooth Fox Terrier, the Manchester Terrier and the now extinct English White Terrier.  These dogs were used as ratters, and gambling on their prowess in killing rats was a favorite hobby of their owners.  Some of these dogs have been crossed with Whippets or Italian Greyhounds (for speed) and Beagles (for hunting ability) - extending the family to include a larger variety of purpose than the original ratter, or Rat Terrier."", ""Russkiy Toy\n\nThe Russian Toy (also known as the Russian Toy Terrier, and in Russia as the Russkiy Toy, Toychik,Russian: \u0420\u0443\u0441\u0441\u043a\u0438\u0439 \u0442\u043e\u0439, \u0422\u043e\u0439\u0447\u0438\u043a ) is a very small breed of dog originally bred in Russia from the English Toy Terrier which is known today as the Manchester Terrier.  There are two types of coats in the breed: smooth coat and long coat.  The smooth-coated variety was previously known as the Russian Toy Terrier and long-coated as the Moscow Long Haired Toy Terrier.  Both were brought together under the same Russian Toy Terrier name in 1988 and the \""Terrier\"" was dropped from the name when the breed was added in 2006 to the official list of breeds registered with the F\u00e9d\u00e9ration Cynologique Internationale and has been registered in the Foundation Stock Service of the American Kennel Club since 2008, allowed to compete in AKC companion events since 2010.  The first official breed standard of the two varieties was written in 1966 in Russia."", ""Toy Manchester Terrier\n\nThe Toy Manchester Terrier is a breed of dog, categorized as a terrier.  The breed was bred down in size in North America from the Manchester Terrier, and is placed in the Toy Group by the American Kennel Club and the Canadian Kennel Club (the Manchester Terrier is placed in the Terrier Group.)  Neither the F\u00e9d\u00e9ration Cynologique Internationale nor The Kennel Club recognize a Toy variety of the Manchester Terrier.""]",46.56862539999565,3,0.26,True,False,0.5,0.7388945420961299,0.9999999999
Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai,"The company that Sachin Warrier worked for as a software engineer, Tata Consultancy Services, is headquartered in Mumbai, Maharashtra.","[""Sachin Warrier\n\nSachin Warrier is a playback singer and composer in the Malayalam cinema industry from Kerala.  He became notable with the song \""Muthuchippi Poloru\"" from the film Thattathin Marayathu.  He made his debut with the movie Malarvaadi Arts Club.  He was working as a software engineer in Tata Consultancy Services in Kochi.  Later he resigned from the job to concentrate more on music.  His latest work is as a composer for the movie Aanandam."", ""Tata Consultancy Services\n\nTata Consultancy Services Limited (TCS) is an Indian multinational information technology (IT) service, consulting and business solutions company Headquartered in Mumbai, Maharashtra.  It is a subsidiary of the Tata Group and operates in 46 countries."", ""Equinix\n\nEquinix, Inc. is an American multinational company headquartered in Redwood City, California, that specializes in enabling global interconnection between organizations and their employees, customers, partners, data and clouds.  The company is the leading global colocation data center provider by market share, and it operates 175+ data centers in 44 major metropolitan areas in 22 countries on five continents."", ""Bell Labs\n\nNokia Bell Labs (formerly named AT&T Bell Laboratories, Bell Telephone Laboratories and Bell Labs) is an American research and scientific development company, owned by Finnish company Nokia.  Its headquarters are located in Murray Hill, New Jersey, in addition to other laboratories around the rest of the United States and in other countries."", ""Namsung electronics\n\nNamsung (Hangul:\u00a0 ; ] ) is a South Korean multinational company headquartered in Seoul.  Namsung was founded by Yoon Bong-Soo in 1965 as an OEM electronics manufacturing company.  Namsung's subsidiaries include Namsung Telecom, Nasco, Dreamer, Namsung International, and Namsung America.""]",35.80694320000475,3,0.32,True,False,1.0,0.96206159119668,0.49999999995
